5.7336,2.4474,5.6542
-2.8237,-3.0879,-5.7372
-1.4993,-2.9615,-2.7834
-1.2521,-0.67667,-2.0001
-8.8055,0.56049,10.05
13.517,-0.56717,8.7535
12.33,9.4369,3.8257
9.7437,3.6736,6.5608
10.872,12.98,6.5023
7.2085,5.0485,6.249
2.0914,0.8038,9.2624
11.611,0.10392,8.9348
8.8822,0.86569,8.9793
9.1587,3.4923,9.0115
9.0629,7.9563,8.0071
26.534,-9.912,-0.81171
12.196,16.455,4.1949
5.0389,10.386,6.7411
4.8993,3.8802,9.949
9.8771,8.7426,9.4938
6.7628,8.8924,6.9728
5.7597,-0.8619,11.205
8.9966,1.5047,7.9148
7.0857,4.0385,6.9505
6.898,1.2362,7.6074
3.7685,9.5788,9.5396
7.9087,1.6699,7.6197
-7.8135,17.23,29.022
4.2079,4.6552,11.673
6.5888,4.9714,7.8033
3.828,5.2579,9.4595
-8.3139,28.305,31.278
0.26275,14.843,10.637
3.8713,14.323,15.876
2.2996,8.446,11.065
-4.9174,20.411,38.601
-4.8655,18.289,20.561
0.37511,17.512,19.982
-4.9721,26.33,29.595
7.1874,1.7663,6.4562
-0.5376,11.877,34.5
6.3659,7.3562,6.721
4.3713,11.564,19.061
4.55,8.0825,12.884
1.2487,16.893,27.416
6.8414,3.5893,7.9597
2.8387,18.373,10.996
6.9706,4.9789,8.5155
3.533,0.43708,21.203
6.3426,3.7525,12.88
6.1187,9.9188,20.482
6.2331,9.1015,16.39
6.3361,-1.9009,17.291
1.6962,-4.6884,9.7255
4.5299,-8.5091,30.656
13.719,-3.658,30.007
17.906,-4.3623,27.841
12.392,-7.5068,22.005
11.467,-2.126,15.112
11.269,-5.5777,16.061
8.8767,-1.6611,8.7744
6.1098,0.66317,8.7083
7.1228,1.1241,10.408
12.126,-3.0672,19.394
10.02,-2.5319,14.676
13.811,-9.1551,17.45
7.0937,-0.94277,9.0915
16.956,-7.1162,19.498
7.6566,0.54324,11.069
15.095,-6.2171,13.086
7.1469,0.64782,9.3254
11.902,-4.731,14.711
6.3483,5.2851,6.2258
20.529,-13.119,10.842
11.072,0.068951,4.8056
16.907,-11.844,14.523
8.5681,9.9837,5.5073
12.086,-1.0448,9.8757
7.2776,0.68651,8.4677
20.551,-7.2695,14.205
13.651,-3.5808,4.799
19.747,-5.7847,12.095
7.0742,2.4444,7.7946
19.824,0.3561,3.2471
22.584,-2.2445,16.144
16.847,-0.79723,13.092
13.033,2.236,6.4317
14.677,0.16287,8.0359
14.558,2.1429,3.3852
23.815,7.1001,9.038
16.53,-1.4057,5.3935
11.175,7.5076,5.9062
9.2793,1.5542,7.4647
20.152,5.7321,9.5715
42.825,24.419,5.7907
9.5235,1.1529,6.3693
33.246,17.379,5.1021
6.8134,11.299,6.1756
20.099,4.9359,8.9854
12.964,5.389,4.6181
20.655,11.29,1.9923
48.615,10.022,22.872
24.477,16.935,2.072
9.6165,6.2995,9.4357
10.499,6.7964,3.1681
14.82,7.1284,4.0792
27.538,15.588,10.374
6.4997,4.9538,4.854
6.4716,6.9531,6.7772
10.013,3.9927,6.4115
6.6869,5.8652,7.055
12.171,7.5251,5.8557
9.7167,6.9113,6.9375
8.6532,4.9752,5.7378
12.366,0.84282,5.9481
10.055,5.7535,5.0251
27.012,17.01,6.6301
23.484,11.094,5.4335
12.22,3.7885,5.2807
7.4875,0.66066,5.4546
204.97,99.047,90.888
49.47,34.392,7.5866
20.021,11.555,6.9683
9.9861,7.0173,7.3569
53.17,31.585,113.81
4.6735,4.7632,7.3117
7.265,1.9636,6.2667
7.0633,1.8012,5.042
5.1434,3.2601,7.4895
7.1753,1.8965,4.9587
5.5232,-0.69345,5.5537
4.6206,4.0177,9.3012
5.4311,1.7111,7.5231
5.8627,2.4188,7.006
6.54,2.639,5.4413
6.4103,3.1037,5.325
5.2827,2.8954,6.8147
5.3177,2.485,7.1028
4.8857,4.5686,6.6011
7.1983,-0.42114,6.2159
5.367,2.8057,5.9091
6.8494,1.608,5.9021
5.385,2.7473,6.702
6.0149,4.3787,6.2954
-3.5711,-3.948,-8.021
-5.4483,-1.6542,-7.4347
-1.9787,-1.8341,-8.0557
-7.1272,0.82043,-8.0872
-5.8469,0.3171,-8.7537
-4.604,-8.8062,-9.1266
-8.6675,-10.154,-6.611
0.62375,3.7623,-9.7595
-8.0715,2.2405,-5.9846
-4.5904,3.8962,-7.4666
-3.995,-2.1474,-10.741
-4.8409,-4.8874,-12.556
-0.92579,-0.1126,-10.203
-4.6312,-1.7723,-8.4034
-4.0416,-5.2796,-9.4717
-5.7848,0.9746,-8.8423
-7.9341,-7.2907,-4.6044
-6.0755,-0.51811,-8.1091
-8.332,-1.486,-6.1627
-3.0442,-4.0558,-8.0539
-2.6182,-5.2466,-5.0086
-2.6075,-1.3138,-8.0891
-4.4842,-4.4655,-7.7411
-7.7491,-7.484,-4.6454
-1.4909,-4.0844,-8.0408
-3.2352,-3.9017,-8.4125
-5.7685,2.6358,-11.38
-0.84817,-6.7723,-5.906
-3.3968,-2.7515,-9.1652
-3.9589,-3.905,-10.851
-2.6357,-3.4541,-8.6203
-5.9648,-1.487,-7.0977
4.1982,-12.606,-12.845
-4.0902,-4.4897,-6.3513
-2.7201,-2.3681,-9.3905
-4.2656,-5.6034,-6.0427
-3.5888,-3.1978,-7.8414
-0.26862,-5.4067,-6.4221
-5.9298,1.8412,-8.6595
1.2078,-3.6303,-9.1714
-8.6237,-4.401,-1.4482
4.1881,-9.6815,-12.068
-0.45466,-8.2688,-7.1611
1.0781,-7.6793,-7.9918
3.3673,1.3092,-14.082
-5.3504,1.7422,-7.7537
0.18905,-9.0392,-6.1692
-2.9995,-9.9206,-4.5249
1.3405,-2.3997,-9.658
-4.6096,3.7324,-8.1334
-5.3782,0.39971,-11.69
-2.5275,-5.3456,-8.4787
-2.6261,-6.3223,-8.3016
-0.79779,-10.79,-6.7568
3.3773,-3.4583,-11.794
4.963,-0.87286,-15.195
-13.653,-9.8863,-24.312
-1.914,2.3162,-14.913
-2.1832,-2.2649,-9.819
-7.1857,2.0517,-7.7465
-5.0444,-7.7053,-9.3926
-8.4202,-2.9961,-24.578
-3.6453,-3.7331,-9.2321
0.54262,-8.2843,-8.594
-2.7096,1.4763,-11.54
-1.2832,-4.257,-11.211
-19.659,-11.465,-31.919
-6.5253,-5.6599,-6.1944
-4.7813,-3.6821,-7.4795
-5.6394,-6.785,-4.7673
-8.3322,-6.4222,-3.043
-22.234,-13.394,-40.151
-11.996,-7.1185,-22.138
-6.8451,-0.85589,-8.9575
-0.74464,-4.2068,-15.749
-9.3143,-4.5536,-13.625
-10.281,-2.5875,-5.7051
-7.562,-3.4518,-8.972
-9.4728,3.9361,-7.993
-8.438,-1.9325,-5.2679
-11.61,-7.4477,-12.465
-7.3338,-8.129,-11.632
-6.5481,-8.3821,-3.4201
-7.0188,-4.9041,-6.9975
-8.4005,-11.273,-8.4128
-6.604,-0.63272,-7.6825
-5.2291,-8.355,-4.3137
-8.0205,6.4961,-4.5443
-4.4105,-3.6399,-9.8502
-9.1387,-6.0275,-2.8662
-8.929,-3.6943,-7.4873
-1.8246,11.224,-10.315
-1.7671,-7.1827,-10.799
-11.866,-6.0922,-13.665
-6.9869,-1.1918,-9.3474
-9.0504,-4.9308,-14.898
0.11353,-5.7454,-11.257
-7.5845,-4.0715,-19.621
2.5242,-10.06,-14.352
-7.589,-13.008,-21.935
1.199,-6.9743,-4.8111
-1.6817,-1.7375,-7.3974
-5.0146,-4.5118,-7.4621
1.0587,-2.6271,-5.2616
-4.6088,1.6086,-6.4218
-2.1426,-3.1839,-7.7679
-4.0302,-5.6255,-4.1215
-6.1156,0.69414,-1.6453
0.43243,4.6781,-10.03
-1.4812,4.4445,-7.0429
-6.0048,-7.7814,0.61386
-1.619,-9.4032,-0.55544
0.72534,-3.5482,-6.7917
-1.4228,4.2121,-9.8289
-0.65666,-6.8597,-5.9164
-1.0143,3.2489,-7.2268
-0.39441,-3.7231,-7.2107
-4.6603,-4.4914,-5.0531
-3.0403,2.3304,-6.8131
8.0529,-3.7906,-8.8606
4.4412,-12.764,-5.3132
1.0673,2.5576,-8.7293
-1.6927,-6.2921,-5.1916
-3.4351,2.4407,-9.1375
-2.2511,-8.106,-2.445
0.64468,-4.9862,-6.9127
-7.4133,0.19335,-1.4187
-7.8459,-1.1891,-5.1553
-5.1793,-5.6142,-4.3279
-0.18478,0.93283,-10.424
-2.823,-0.27455,-10.438
-5.2076,-0.6676,-7.5288
-5.907,2.4953,-6.4638
-1.2992,6.9042,-7.5825
-0.38383,-7.5048,-8.5234
-5.3661,1.2198,-6.3229
-3.6159,-6.5064,-4.1454
-0.06875,-2.688,-7.6281
-4.1177,-0.24359,-7.9184
-2.8282,-3.2431,-7.6425
-4.2161,-5.1147,-4.2663
-1.3649,2.8938,-8.4143
1.3548,2.948,-9.0499
-0.13192,2.9096,-7.83
2.1736,-0.76197,-8.9148
-2.4586,-8.2707,-5.7682
-7.057,3.8444,-0.41012
-1.2204,-3.9232,-6.3965
-2.5046,1.2271,-9.6707
-1.3617,-10.497,-6.9767
-1.4048,2.9537,-6.1836
1.8528,-0.067414,-8.7267
0.28145,-6.351,-6.8859
2.8823,-3.8131,-6.3295
-6.8769,0.34645,1.0984
-3.8303,1.8665,-6.1155
-10.427,1.4399,0.42598
-2.0772,-2.9364,-7.0291
-6.4179,-0.6974,-3.6524
0.8452,1.9157,-8.2738
-0.74144,3.1699,-9.9556
-2.7503,3.6462,-9.386
-2.3978,0.16,-8.4193
-0.12726,0.16543,-7.6964
-4.4388,-7.6264,-1.6304
-3.2859,-6.6104,-2.3518
3.404,-6.2969,-5.3465
-1.0572,-0.51555,-8.612
-1.9833,-6.2442,-4.4639
1.6684,-3.9788,-8.0188
-7.9036,-2.8703,-3.1448
-3.4777,-4.8433,-5.1335
1.0548,-4.7586,-7.5222
-3.1133,-2.2105,-6.6657
-3.7315,-2.7077,-8.0887
-8.5118,-3.6554,-4.4518
-9.8987,-3.0145,-2.8029
-2.7916,-1.1044,-6.6881
0.32078,-2.0267,-7.8028
-5.9228,-4.7385,-3.8237
-6.4727,-2.6771,-4.4681
-5.9826,-3.361,-3.7287
-4.2497,-8.9382,-1.6846
-2.6154,-4.7978,-6.5091
-3.8378,-1.9503,-6.8471
-2.8168,-1.094,-8.7307
-6.0827,-1.7459,-4.3286
-3.7232,4.8511,-4.3511
1.1784,-2.0814,-7.3934
-2.9381,-3.9501,-6.4634
-8.9568,-5.1216,-2.3763
-5.4835,-0.27861,-4.3981
-2.1388,3.1654,-7.5916
-2.8357,-5.9614,-3.9445
0.44039,2.1747,-8.1623
-2.5542,0.35091,-8.3309
3.4128,-6.559,-0.40808
1.9463,-7.22,-1.4447
-2.8572,2.6824,-1.9137
-4.2443,2.1167,-2.7588
-3.3548,-1.2406,-1.2561
-2.4314,0.59891,-1.8561
1.6878,-4.4101,-1.9857
-2.4777,-6.0361,0.7728
-2.2486,1.0034,-2.12
-2.2853,-3.1124,-0.6155
0.65165,-2.2885,-3.3299
-0.92112,-4.1056,-1.8407
0.067954,-0.2477,-3.7729
0.18699,0.079212,-5.6743
0.88111,-2.7805,-2.0024
-1.5391,-6.4954,0.51966
1.1518,-5.8358,-2.7254
-1.7149,-4.1086,-1.1519
-1.5638,1.2558,-3.2379
2.6802,-4.8437,-2.6453
0.69298,-1.6035,-2.3955
-3.0217,-3.1878,0.14825
1.908,-5.3262,-2.9822
-3.3413,-4.8028,-0.022279
-1.6158,-3.1235,-1.5095
3.4724,-4.6124,-4.0301
-0.54513,-5.3025,-1.536
-5.6073,-4.915,0.1629
-2.3243,4.1855,-4.0611
2.3319,-0.22216,-5.6049
-1.7845,1.7961,-3.0323
-5.3475,1.6328,-1.7479
-2.8129,5.9909,-3.8075
-0.36776,2.8445,-3.731
2.7531,0.40207,-4.467
-0.41035,2.9033,-3.0649
-1.569,-0.89661,-2.0814
1.9224,-1.3562,-4.0281
-5.2734,2.6304,-1.287
0.03608,0.44306,-2.9733
3.3713,-3.3981,-3.9445
-0.79734,1.5898,-3.6601
-3.3258,-0.005864,-1.4525
-2.17,-2.1967,-1.7817
-1.6185,2.0164,-3.4148
-2.298,2.2572,-2.1611
-8.0241,2.2727,-1.5429
1.6598,-2.2516,-3.8985
-0.43528,-0.48188,-2.4839
-1.3166,-1.9437,-1.2967
-2.3461,-2.6347,-0.71291
-2.1467,-0.26835,-2.573
-2.6634,0.6239,-2.6336
-2.0057,0.073616,-2.4653
-1.9443,-3.9658,-1.642
0.0081603,0.21249,-1.814
-1.4055,-0.66474,-2.2498
-2.5727,-1.2446,-0.7011
-0.0049725,0.42953,-2.1427
-0.44026,-1.3634,-1.2402
-0.22366,1.2207,-3.6853
1.5291,12.772,-4.2921
0.2315,12.552,4.5082
3.8102,-12.017,7.5126
-1.7581,13.841,0.40732
-7.0202,9.9363,4.8798
-4.9465,-6.7023,9.6043
-8.7136,4.9863,7.9667
-7.3998,0.027947,10.768
-10.126,1.7976,14.883
-7.3383,6.8136,9.5814
-8.6662,4.481,9.4377
-7.4588,-3.8698,10.948
-9.3673,-3.2976,10.834
-8.2712,8.6208,8.4234
-8.6607,2.5657,10.821
-8.777,0.56264,11
-3.6898,-8.2234,11.691
-7.7507,0.84338,10.299
-5.0395,-7.827,10.57
-2.9845,-5.6312,11.869
-7.538,4.0069,10.966
-6.786,1.1305,10.491
-7.2929,-4.5048,9.6247
-3.1462,-9.5609,10.014
-5.4419,-4.8966,10.339
-3.9994,-5.0205,12.879
-5.2821,-8.1764,12.237
-6.0675,-3.5681,10.79
-7.3857,6.4755,10.229
-8.0627,7.951,8.7999
-6.5589,10.812,4.6482
-6.6507,5.9591,11.348
